run_id,stage,axis,level,scenario_key,seed,system,status,fail_reason,divergence_time_s,talk,noise_type,snr_db,ser_db,rt60_target_s,rt60_achieved_echo_s,rt60_achieved_near_s,speaker_mic_distance_m,absorption_calibrated,absorption_sabine_init,filter_length_ms,mu,frame_size,int16_scale,int16_headroom_db,erle_steady_state_db,erle_n_valid_frames,convergence_time_s,converged,segsnr_db,stoi,pesq_wb,lsd_db,misalignment_final_db,audibility_fraction,audibility_excess_db,audibility_n_units,audibility_fraction_traj,audibility_fraction_interp,recon_err_db,recon_err_interp_db,speex_tworun_erle_diff_db,mu_q15,delta_q30,coeff_bits,n_stall_events,stall_first_time_s,n_tap_stalls,n_sat_total,n_sat_y,n_sat_err,n_sat_gain,n_sat_coeff,n_sat_coeff_taps,sat_first_time_s,coeff_div_final_db,coeff_div_steady_db,far_speaker,near_speaker,wall_time_s,git_sha
a.rt60_distance.rt0.4_d0.3.s1.nlms_f64,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,1,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,0.5,,10239.963090022613,6.0,28.02491079106793,699,0.5,True,,,,,-22.072335271236014,0.9210731961448294,18.645238847232367,15356,0.9708257358687158,0.9228965876530346,-21.260466626259987,-23.98091447371479,,,,,,,,,,,,,,,,,7729,1221,5.012,3fc93f4
a.rt60_distance.rt0.4_d0.3.s1.speex,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,1,speex,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,,160,10239.963090022613,6.0,28.608725703874413,699,8.600000000000001,True,,,,,,0.9700442823651992,25.75544284383319,15356,,,,,0.0,,,,,,,,,,,,,,,,7729,1221,0.247,3fc93f4
a.rt60_distance.rt0.4_d0.3.s1.nlms_q15,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,1,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,0.5,,10239.963090022613,6.0,17.096164518479334,699,0.42,True,,,,,-1.5121047498608315,0.9942042198489189,28.216541439573444,15356,0.997199791612399,,-17.296672162888157,,,16384,1074,15,27876,0.3393125,539138538,41626,0,0,13545,28081,31058,0.0019375,-1.804319977760315,-2.2130179405212402,7729,1221,11.242,3fc93f4
a.rt60_distance.rt0.4_d0.3.s2.none,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,2,none,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,,,,16591.103887424037,6.0,1.1224959777959731e-05,701,0.0,True,,,,,,0.9922727272727273,38.10090206979379,15400,,,,,,,,,,,,,,,,,,,,,8224,908,0.334,3fc93f4
a.rt60_distance.rt0.4_d0.3.s2.nlms_f64,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,2,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,0.5,,16591.103887424037,6.0,33.600101488815135,701,6.74,True,,,,,-19.268265513940747,0.9113636363636364,22.14294875955422,15400,0.9475974025974025,0.928961038961039,-17.621749682858862,-20.458646445097386,,,,,,,,,,,,,,,,,8224,908,5.02,3fc93f4
a.rt60_distance.rt0.4_d0.3.s2.speex,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,2,speex,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,,160,16591.103887424037,6.0,26.966043533528126,701,5.0600000000000005,True,,,,,,0.8680519480519481,22.586093468197774,15400,,,,,0.0,,,,,,,,,,,,,,,,8224,908,0.238,3fc93f4
a.rt60_distance.rt0.4_d0.3.s2.nlms_q15,a,rt60_distance,rt0.4_d0.3,rt0.4_d0.3_far_single_none_ser0,2,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4071691693204404,0.4092831603055453,0.3,0.2892335967565872,0.25709653045029973,200.0,0.5,,16591.103887424037,6.0,18.46745606465458,701,0.0,True,,,,,-1.8136268023055158,0.987987012987013,29.3157964242887,15400,0.9948701298701299,,-16.43267419882506,,,16384,1074,15,40381,0.5576875,506781670,32589,0,0,5195,27394,29111,0.0020625,-2.2719192504882812,-2.396500587463379,8224,908,11.036,3fc93f4
a.rt60_distance.rt0.4_d1.s0.none,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,0,none,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,,,,31891.71620678807,6.0,-3.2185746066892608e-06,638,0.0,True,,,,,,0.9851809632373896,34.95106349661023,14036,,,,,,,,,,,,,,,,,,,,,260,61,0.436,3fc93f4
a.rt60_distance.rt0.4_d1.s0.nlms_f64,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,0,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,31891.71620678807,6.0,24.803757915399846,638,2.46,True,,,,,-14.387625411598897,0.909019663721858,19.293941759662655,14036,0.9626674266172699,0.9273297235679681,-15.87397898536874,-20.533577327920568,,,,,,,,,,,,,,,,,260,61,6.379,3fc93f4
a.rt60_distance.rt0.4_d1.s0.speex,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,0,speex,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,,160,31891.71620678807,6.0,23.932681633895875,638,5.62,True,,,,,,0.8691935024223425,18.963352690137427,14036,,,,,0.0,,,,,,,,,,,,,,,,260,61,0.237,3fc93f4
a.rt60_distance.rt0.4_d1.s0.nlms_q15,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,0,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,31891.71620678807,6.0,20.094300101348082,638,0.3400000000000001,True,,,,,-11.477513235540409,0.9629524080934739,22.05500087565275,14036,0.9687232829866058,,-16.516174322976962,,,16384,1074,15,68724,0.215125,615458026,3161,0,0,3161,0,0,6.25e-05,-16.162080764770508,-19.65204429626465,260,61,13.109,3fc93f4
a.rt60_distance.rt0.4_d1.s1.none,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,1,none,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,,,,28866.693499851983,6.0,-9.688488311833146e-07,694,0.0,True,,,,,,0.9909484454939,32.714432417153496,15246,,,,,,,,,,,,,,,,,,,,,7729,1221,0.338,3fc93f4
a.rt60_distance.rt0.4_d1.s1.nlms_f64,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,1,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,28866.693499851983,6.0,23.81285786301352,694,2.32,True,,,,,-18.340293704544173,0.8861996589269316,17.02587221295476,15246,0.9606454151908698,0.8865932047750229,-15.01533810296683,-18.09456559852429,,,,,,,,,,,,,,,,,7729,1221,6.585,3fc93f4
a.rt60_distance.rt0.4_d1.s1.speex,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,1,speex,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,,160,28866.693499851983,6.0,29.510461677915586,694,7.8,True,,,,,,0.8314311950675587,18.506830449977937,15246,,,,,0.0,,,,,,,,,,,,,,,,7729,1221,0.244,3fc93f4
a.rt60_distance.rt0.4_d1.s1.nlms_q15,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,1,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,28866.693499851983,6.0,15.846577901549258,694,0.37999999999999995,True,,,,,-13.822099910757771,0.9465433556342647,20.636965947381697,15246,0.9645808736717828,,-13.971815950991083,,,16384,1074,15,43896,0.3071875,649018442,1656,0,0,1656,0,0,0.001625,-18.498844146728516,-17.44708824157715,7729,1221,13.409,3fc93f4
a.rt60_distance.rt0.4_d1.s2.none,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,2,none,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,,,,40752.38218907314,6.0,-1.8185105011157572e-05,643,0.38,True,,,,,,0.9799631832342113,33.801594990333776,14124,,,,,,,,,,,,,,,,,,,,,8224,908,0.341,3fc93f4
a.rt60_distance.rt0.4_d1.s2.nlms_f64,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,2,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,40752.38218907314,6.0,30.779601765908037,643,1.26,True,,,,,-18.52142570227443,0.9231804021523647,18.588841774871657,14124,0.9629708297932597,0.9297649391107335,-15.488880102601126,-18.694524045995966,,,,,,,,,,,,,,,,,8224,908,6.622,3fc93f4
a.rt60_distance.rt0.4_d1.s2.speex,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,2,speex,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,,160,40752.38218907314,6.0,27.02390000833762,643,5.140000000000001,True,,,,,,0.7966581704899461,18.59755214480106,14124,,,,,0.0,,,,,,,,,,,,,,,,8224,908,0.231,3fc93f4
a.rt60_distance.rt0.4_d1.s2.nlms_q15,a,rt60_distance,rt0.4_d1,rt0.4_d1_far_single_none_ser0,2,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4012963668293653,0.4092831603055453,1.0,0.2892335967565872,0.25709653045029973,200.0,0.5,,40752.38218907314,6.0,23.562637418621758,643,4.22,True,,,,,-14.376272081249105,0.9553950722175021,21.872694869411045,14124,0.9646700651373549,,-17.493705650139525,,,16384,1074,15,105145,0.54775,678239011,725,0,0,725,0,0,0.001375,-19.227798461914062,-19.353471755981445,8224,908,13.017,3fc93f4
a.rt60_distance.rt0.4_d2.5.s0.none,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,0,none,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,,,,41936.29773586672,6.0,-1.4025181148362618e-06,637,0.48,True,,,,,,0.9793777650920508,33.055716203353555,14014,,,,,,,,,,,,,,,,,,,,,260,61,0.428,3fc93f4
a.rt60_distance.rt0.4_d2.5.s0.nlms_f64,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,0,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,41936.29773586672,6.0,23.36397566324871,637,2.34,True,,,,,-10.588447030589144,0.9035250463821892,18.716164808075565,14014,0.963821892393321,0.923861852433281,-14.005828357057538,-17.94447483885953,,,,,,,,,,,,,,,,,260,61,5.122,3fc93f4
a.rt60_distance.rt0.4_d2.5.s0.speex,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,0,speex,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,,160,41936.29773586672,6.0,22.525071055835618,637,4.92,True,,,,,,0.840730697873555,18.301155424516224,14014,,,,,0.0,,,,,,,,,,,,,,,,260,61,0.233,3fc93f4
a.rt60_distance.rt0.4_d2.5.s0.nlms_q15,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,0,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,41936.29773586672,6.0,18.811739214978026,637,0.04000000000000001,True,,,,,-10.539896064333483,0.958041958041958,21.5195595706715,14014,0.9682460396746111,,-14.376056669695917,,,16384,1074,15,67296,0.09175,624490706,3513,0,0,3513,0,0,6.25e-05,-11.1416597366333,-17.762042999267578,260,61,10.497,3fc93f4
a.rt60_distance.rt0.4_d2.5.s1.none,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,1,none,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,,,,34499.72998943046,6.0,-3.1362418135635365e-05,691,0.0,True,,,,,,0.9772727272727273,31.01130172919021,15180,,,,,,,,,,,,,,,,,,,,,7729,1221,0.332,3fc93f4
a.rt60_distance.rt0.4_d2.5.s1.nlms_f64,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,1,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,34499.72998943046,6.0,22.355323039218575,691,0.44000000000000006,True,,,,,-16.45822512907361,0.8721343873517786,17.01142278980617,15180,0.9561264822134388,0.8762187088274045,-13.493953356048017,-16.747187410074996,,,,,,,,,,,,,,,,,7729,1221,5.208,3fc93f4
a.rt60_distance.rt0.4_d2.5.s1.speex,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,1,speex,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,,160,34499.72998943046,6.0,27.191268996032083,691,5.78,True,,,,,,0.8150856389986825,18.427608928205505,15180,,,,,0.0,,,,,,,,,,,,,,,,7729,1221,0.248,3fc93f4
a.rt60_distance.rt0.4_d2.5.s1.nlms_q15,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,1,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,34499.72998943046,6.0,14.973073577941951,691,0.0,True,,,,,-12.25226253729232,0.9373517786561265,20.2177991528664,15180,0.9631752305665349,,-12.927220762334796,,,16384,1074,15,43124,0.3039375,652495084,936,0,0,936,0,0,0.0016875,-16.86618423461914,-15.694221496582031,7729,1221,11.198,3fc93f4
a.rt60_distance.rt0.4_d2.5.s2.none,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,2,none,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,,,,38058.94268935299,6.0,1.5523044722430065e-05,695,0.5999999999999999,True,,,,,,0.9601126539166885,30.845979399980592,15268,,,,,,,,,,,,,,,,,,,,,8224,908,0.339,3fc93f4
a.rt60_distance.rt0.4_d2.5.s2.nlms_f64,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,2,nlms_f64,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,38058.94268935299,6.0,31.73707599094143,695,1.22,True,,,,,-18.85180808998445,0.8413675661514278,17.725608171112842,15268,0.9105318312811108,0.8608855121823421,-15.57541832571088,-19.650825676629374,,,,,,,,,,,,,,,,,8224,908,5.28,3fc93f4
a.rt60_distance.rt0.4_d2.5.s2.speex,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,2,speex,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,,160,38058.94268935299,6.0,24.08788581100932,695,5.0600000000000005,True,,,,,,0.7295651034844118,18.807235309950187,15268,,,,,0.0,,,,,,,,,,,,,,,,8224,908,0.286,3fc93f4
a.rt60_distance.rt0.4_d2.5.s2.nlms_q15,a,rt60_distance,rt0.4_d2.5,rt0.4_d2.5_far_single_none_ser0,2,nlms_q15,ok,,,far_single,none,,0.0,0.4,0.4288420158186444,0.4092831603055453,2.5,0.2892335967565872,0.25709653045029973,200.0,0.5,,38058.94268935299,6.0,23.495180825545066,695,1.22,True,,,,,-14.137984187912272,0.893568247314645,20.891506581444734,15268,0.9279538904899135,,-16.887044515150954,,,16384,1074,15,97739,0.5489375,683760005,660,0,0,660,0,0,0.00175,-17.45118522644043,-17.5591983795166,8224,908,11.52,3fc93f4
a.rt60_distance.rt0.6_d0.3.s0.none,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,0,none,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,,,,14185.344638298942,6.0,-2.3253623556352236e-05,679,0.0,True,,,,,,0.9936310002681684,41.196469364872215,14916,,,,,,,,,,,,,,,,,,,,,260,61,0.709,3fc93f4
a.rt60_distance.rt0.6_d0.3.s0.nlms_f64,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,0,nlms_f64,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,14185.344638298942,6.0,21.60686254085792,679,0.060000000000000026,True,,,,,-7.925597148437747,0.9697640117994101,27.58828197930466,14916,0.9905470635559132,0.974188790560472,-11.129674290112426,-15.164872052701913,,,,,,,,,,,,,,,,,260,61,5.024,3fc93f4
a.rt60_distance.rt0.6_d0.3.s0.speex,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,0,speex,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,,160,14185.344638298942,6.0,22.091134778173803,679,5.54,True,,,,,,0.9692947170823277,28.558462279342947,14916,,,,,0.0,,,,,,,,,,,,,,,,260,61,0.235,3fc93f4
a.rt60_distance.rt0.6_d0.3.s0.nlms_q15,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,0,nlms_q15,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,14185.344638298942,6.0,12.656246606143029,679,0.0,True,,,,,-2.0236609627106987,0.9861893268972916,31.44247201364915,14916,0.9945695897023331,,-15.007063827191917,,,16384,1074,15,24534,0.2339375,463300161,39523,0,0,14118,25405,33146,0.000125,-2.67431378364563,-3.3936421871185303,260,61,11.103,3fc93f4
a.rt60_distance.rt0.6_d0.3.s1.none,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,1,none,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,,,,10089.684335460692,6.0,-2.338034464981333e-05,712,0.0,True,,,,,,1.0,40.07334909522881,15642,,,,,,,,,,,,,,,,,,,,,7729,1221,0.364,3fc93f4
a.rt60_distance.rt0.6_d0.3.s1.nlms_f64,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,1,nlms_f64,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,10089.684335460692,6.0,17.375356038227203,712,0.08000000000000002,True,,,,,-14.474762158301397,0.9795422580232707,26.51822316370894,15642,0.992903720751822,0.9767293185014704,-7.253038043858085,-10.216443315318502,,,,,,,,,,,,,,,,,7729,1221,5.035,3fc93f4
a.rt60_distance.rt0.6_d0.3.s1.speex,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,1,speex,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,,160,10089.684335460692,6.0,22.958704896405884,712,8.520000000000001,True,,,,,,0.9922644163150492,30.041518904497224,15642,,,,,0.0,,,,,,,,,,,,,,,,7729,1221,0.235,3fc93f4
a.rt60_distance.rt0.6_d0.3.s1.nlms_q15,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,1,nlms_q15,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,10089.684335460692,6.0,15.94038947888898,712,0.39999999999999997,True,,,,,-1.6994948291307952,0.9991689042321954,30.812637800976376,15642,0.9998082086689681,,-13.308205934941846,,,16384,1074,15,19947,0.337875,505011908,41596,0,0,16123,25473,28045,0.0019375,-1.9880223274230957,-2.059264898300171,7729,1221,11.272,3fc93f4
a.rt60_distance.rt0.6_d0.3.s2.none,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,2,none,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,,,,15940.794537194499,6.0,-2.39813600935418e-05,703,0.05999999999999994,True,,,,,,0.9946904946904946,39.391196700321686,15444,,,,,,,,,,,,,,,,,,,,,8224,908,0.335,3fc93f4
a.rt60_distance.rt0.6_d0.3.s2.nlms_f64,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,2,nlms_f64,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,15940.794537194499,6.0,29.337685968393313,703,1.32,True,,,,,-18.50772498276413,0.9546749546749547,25.094565250684383,15444,0.9774022274022274,0.9600492100492101,-15.945708849003989,-19.244286739254594,,,,,,,,,,,,,,,,,8224,908,5.033,3fc93f4
a.rt60_distance.rt0.6_d0.3.s2.speex,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,2,speex,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,,160,15940.794537194499,6.0,22.05644497751699,703,5.0600000000000005,True,,,,,,0.9441206941206941,26.393300956952153,15444,,,,,0.0,,,,,,,,,,,,,,,,8224,908,0.281,3fc93f4
a.rt60_distance.rt0.6_d0.3.s2.nlms_q15,a,rt60_distance,rt0.6_d0.3,rt0.6_d0.3_far_single_none_ser0,2,nlms_q15,ok,,,far_single,none,,0.0,0.6,0.6182076950472768,0.6280926862461312,0.3,0.20353475327315396,0.1713976869668665,200.0,0.5,,15940.794537194499,6.0,18.518343957444376,703,0.0,True,,,,,-2.0360937018455774,0.9947552447552448,30.605699172474427,15444,0.9978632478632479,,-15.434469129552628,,,16384,1074,15,34865,0.5690625,490326324,32863,0,0,5640,27223,29021,0.0020625,-2.523264169692993,-2.653747081756592,8224,908,11.417,3fc93f4
a.rt60_distance.rt0.6_d1.s0.none,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,0,none,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,,,,28786.963833222188,6.0,1.1207727100988174e-05,649,0.0,True,,,,,,0.9939067096231965,37.251302731083356,14278,,,,,,,,,,,,,,,,,,,,,260,61,0.713,3fc93f4
a.rt60_distance.rt0.6_d1.s0.nlms_f64,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,0,nlms_f64,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,0.5,,28786.963833222188,6.0,19.02791934398767,649,0.060000000000000026,True,,,,,-5.960196916082655,0.9845216416865107,25.656233792421972,14278,0.9930662557781201,0.987463230144278,-6.757837472408803,-11.313807202456076,,,,,,,,,,,,,,,,,260,61,5.014,3fc93f4
a.rt60_distance.rt0.6_d1.s0.speex,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,0,speex,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,,160,28786.963833222188,6.0,18.82515653524428,649,4.96,True,,,,,,0.9772377083625158,24.279584786315116,14278,,,,,0.0,,,,,,,,,,,,,,,,260,61,0.24,3fc93f4
a.rt60_distance.rt0.6_d1.s0.nlms_q15,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,0,nlms_q15,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,0.5,,28786.963833222188,6.0,17.258738724721397,649,0.020000000000000018,True,,,,,-10.730752020118777,0.9869029275808937,26.462851540370878,14278,0.9927861044964281,,-12.00041773154339,,,16384,1074,15,44138,0.214125,570712503,10186,0,0,10186,0,0,6.25e-05,-6.647728443145752,-19.620967864990234,260,61,11.066,3fc93f4
a.rt60_distance.rt0.6_d1.s1.none,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,1,none,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,,,,27537.302596071473,6.0,-2.40765080202381e-05,710,0.0,True,,,,,,0.9963456853442749,35.31574716810881,15598,,,,,,,,,,,,,,,,,,,,,7729,1221,0.339,3fc93f4
a.rt60_distance.rt0.6_d1.s1.nlms_f64,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,1,nlms_f64,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,0.5,,27537.302596071473,6.0,14.31795123798175,710,0.06,True,,,,,-11.061757572388007,0.9701884857032953,24.89866557619202,15598,0.9888447236825234,0.9652519553788947,-2.7257055767380463,-5.805725460224814,,,,,,,,,,,,,,,,,7729,1221,5.06,3fc93f4
a.rt60_distance.rt0.6_d1.s1.speex,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,1,speex,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,,160,27537.302596071473,6.0,21.20572833218219,710,5.78,True,,,,,,0.943390178227978,23.660774085506873,15598,,,,,0.0,,,,,,,,,,,,,,,,7729,1221,0.238,3fc93f4
a.rt60_distance.rt0.6_d1.s1.nlms_q15,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,1,nlms_q15,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,200.0,0.5,,27537.302596071473,6.0,14.12970788975922,710,0.34,True,,,,,-11.324788590854098,0.9816643159379408,25.898903929658676,15598,0.9904474932683678,,-6.1198030847902665,,,16384,1074,15,27510,0.311375,584638839,5668,0,0,5668,0,0,0.001625,-13.46349048614502,-12.870868682861328,7729,1221,11.247,3fc93f4
a.rt60_distance.rt0.6_d1.s2.none,a,rt60_distance,rt0.6_d1,rt0.6_d1_far_single_none_ser0,2,none,ok,,,far_single,none,,0.0,0.6,0.6152912272173866,0.6280926862461312,1.0,0.20353475327315396,0.1713976869668665,,,,33589.022960152164,6.0,9.224993430141994e-06,651,0.0,True,,,,,,0.987062937062937,36.056420654754966,14300,,,,,,,,,,,,,,,,,,,,,8224,908,0.337,3fc93f4
